TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN
1755372430;8/16/2025 7:27:10 PM;20.91;23.7;94.47;978.2;3.24;334;0
1755372493;8/16/2025 7:28:13 PM;20.92;23.7;94.53;978.2;2.88;319;0
1755372556;8/16/2025 7:29:16 PM;20.96;23.8;94.67;978.1;4.68;278;0
1755372619;8/16/2025 7:30:19 PM;20.96;23.9;94.64;978.1;8.28;269;0
1755372681;8/16/2025 7:31:21 PM;21.0;23.9;94.67;978.0;2.52;283;0
1755372744;8/16/2025 7:32:24 PM;21.01;24.0;94.59;978.0;7.56;263;0
1755372807;8/16/2025 7:33:27 PM;21.02;24.1;94.53;978.0;9.36;271;0
1755372869;8/16/2025 7:34:29 PM;21.06;24.2;94.6;978.0;0.36;260;0
1755372932;8/16/2025 7:35:32 PM;21.11;24.2;94.6;977.9;9.0;279;0
1755372995;8/16/2025 7:36:35 PM;21.12;24.3;94.51;977.9;3.96;252;0
1755373057;8/16/2025 7:37:37 PM;21.15;24.3;94.61;977.9;4.68;282;0
1755373120;8/16/2025 7:38:40 PM;21.19;24.4;94.62;977.8;18.36;263;0
1755373183;8/16/2025 7:39:43 PM;21.25;24.4;94.73;977.8;10.08;262;0
1755373245;8/16/2025 7:40:45 PM;21.26;24.5;94.68;977.7;10.08;274;0
1755373308;8/16/2025 7:41:48 PM;21.31;24.5;94.79;977.7;3.24;301;0
1755373371;8/16/2025 7:42:51 PM;21.34;24.6;94.72;977.6;11.16;290;0
1755373433;8/16/2025 7:43:53 PM;21.4;24.6;94.76;977.5;10.08;269;0
1755373496;8/16/2025 7:44:56 PM;21.43;24.8;94.67;977.3;9.72;268;0
1755373559;8/16/2025 7:45:59 PM;21.44;24.9;94.57;977.3;7.56;273;0
1755373622;8/16/2025 7:47:02 PM;21.49;25.0;94.57;977.0;14.4;249;0
1755373684;8/16/2025 7:48:04 PM;21.53;25.1;94.62;977.0;2.88;92;0
1755373747;8/16/2025 7:49:07 PM;21.63;25.1;94.77;977.0;7.92;258;0
1755373810;8/16/2025 7:50:10 PM;21.67;25.2;94.56;977.0;4.68;285;0
1755373872;8/16/2025 7:51:12 PM;21.72;25.2;94.44;977.0;1.8;282;0
1755373935;8/16/2025 7:52:15 PM;21.74;25.3;94.44;977.0;2.88;352;0
1755373998;8/16/2025 7:53:18 PM;21.74;25.2;94.28;977.1;3.96;326;0
1755374060;8/16/2025 7:54:20 PM;21.75;25.2;93.87;977.0;8.64;274;0
1755374123;8/16/2025 7:55:23 PM;21.76;25.2;93.82;977.2;3.96;317;0
1755374186;8/16/2025 7:56:26 PM;21.79;25.1;94.05;977.2;0.36;350;0
1755374248;8/16/2025 7:57:28 PM;21.89;25.1;94.3;977.1;2.16;274;0
1755374310;8/16/2025 7:58:30 PM;21.92;25.1;94.5;977.1;3.24;291;0
1755374374;8/16/2025 7:59:34 PM;21.94;25.1;94.18;977.0;3.6;270;0
1755374437;8/16/2025 8:00:37 PM;21.95;25.1;94.04;976.9;5.76;333;0
1755374499;8/16/2025 8:01:39 PM;21.98;25.2;94.11;976.9;1.8;278;0
1755374562;8/16/2025 8:02:42 PM;22.01;25.1;94.12;976.9;3.24;325;0
1755374625;8/16/2025 8:03:45 PM;22.05;25.2;94.31;976.9;1.08;285;0
1755374687;8/16/2025 8:04:47 PM;22.07;25.1;94.33;976.8;2.52;337;0
1755374750;8/16/2025 8:05:50 PM;22.09;25.1;93.94;976.8;6.48;277;0
1755374813;8/16/2025 8:06:53 PM;22.06;25.1;93.56;976.9;4.32;300;0
1755374875;8/16/2025 8:07:55 PM;22.06;25.1;93.65;976.9;3.6;14;0
1755374938;8/16/2025 8:08:58 PM;22.06;25.1;93.64;976.9;3.24;289;0
1755375001;8/16/2025 8:10:01 PM;22.06;25.1;93.9;976.9;1.8;318;0
1755375063;8/16/2025 8:11:03 PM;22.04;25.1;93.7;976.9;5.76;287;0
