expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number
,1,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:44:39.841Z,GR86-057-57,0,2025-10-18T12:44:35.269Z,GR86-057-57,57
,2,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:47:10.090Z,GR86-057-57,0,2025-10-18T12:47:09.640Z,GR86-057-57,57
,3,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:49:25.581Z,GR86-057-57,0,2025-10-18T12:49:25.076Z,GR86-057-57,57
,4,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:51:16.720Z,GR86-057-57,0,2025-10-18T12:51:16.268Z,GR86-057-57,57
,5,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:53:03.554Z,GR86-057-57,0,2025-10-18T12:53:03.057Z,GR86-057-57,57
,5,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:55:00.416Z,GR86-057-57,0,2025-10-18T12:54:46.778Z,GR86-057-57,57
,6,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:55:00.416Z,GR86-057-57,0,2025-10-18T12:54:46.828Z,GR86-057-57,57
,6,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:55:00.416Z,GR86-057-57,0,2025-10-18T12:54:46.777Z,GR86-057-57,57
,7,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:56:33.082Z,GR86-057-57,0,2025-10-18T12:56:30.303Z,GR86-057-57,57
,8,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T12:58:46.031Z,GR86-057-57,0,2025-10-18T12:58:45.633Z,GR86-057-57,57
,9,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:00:55.802Z,GR86-057-57,0,2025-10-18T13:00:55.545Z,GR86-057-57,57
,10,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:02:49.533Z,GR86-057-57,0,2025-10-18T13:02:40.373Z,GR86-057-57,57
,11,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:04:25.079Z,GR86-057-57,0,2025-10-18T13:04:24.764Z,GR86-057-57,57
,12,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:06:10.742Z,GR86-057-57,0,2025-10-18T13:06:10.284Z,GR86-057-57,57
,13,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:08:00.194Z,GR86-057-57,0,2025-10-18T13:07:59.993Z,GR86-057-57,57
,14,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:10:30.296Z,GR86-057-57,0,2025-10-18T13:10:29.393Z,GR86-057-57,57
,15,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:13:11.941Z,GR86-057-57,0,2025-10-18T13:13:06.266Z,GR86-057-57,57
,16,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:16:19.502Z,GR86-057-57,0,2025-10-18T13:15:30.251Z,GR86-057-57,57
,17,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:17:38.468Z,GR86-057-57,0,2025-10-18T13:17:38.204Z,GR86-057-57,57
,18,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:19:27.557Z,GR86-057-57,0,2025-10-18T13:19:26.434Z,GR86-057-57,57
,19,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:21:14.363Z,GR86-057-57,0,2025-10-18T13:21:11.813Z,GR86-057-57,57
,20,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:23:00.152Z,GR86-057-57,0,2025-10-18T13:22:57.467Z,GR86-057-57,57
,21,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:24:43.273Z,GR86-057-57,0,2025-10-18T13:24:43.059Z,GR86-057-57,57
,22,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:26:30.021Z,GR86-057-57,0,2025-10-18T13:26:29.717Z,GR86-057-57,57
,23,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:28:23.358Z,GR86-057-57,0,2025-10-18T13:28:15.840Z,GR86-057-57,57
,24,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:30:01.169Z,GR86-057-57,0,2025-10-18T13:30:00.944Z,GR86-057-57,57
,25,I_R07_2025-10-19,R1,kafka:gr-cup-raw,2025-10-18T13:33:33.575Z,GR86-057-57,0,2025-10-18T13:33:32.376Z,GR86-057-57,57
