"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","expire_at","value"
"kafka:gr-raw","2025-03-30T20:41:22.496Z","I_R01_2025-03-30","R1","2025-03-30T20:41:20.493Z","GR86-002-002",0,24,,"2025-03-30T20:41:20.493Z"
"kafka:gr-raw","2025-03-30T19:45:10.621Z","I_R01_2025-03-30","R1","2025-03-30T19:45:08.999Z","GR86-002-002",0,1,,"2025-03-30T19:45:08.999Z"
"kafka:gr-raw","2025-03-30T16:28:57.301Z","I_R01_2025-03-30","R1","2025-03-30T16:28:51.259Z","GR86-002-002",0,32768,,"2025-03-30T16:28:51.259Z"
"kafka:gr-raw","2025-03-30T15:02:54.795Z","I_R01_2025-03-30","R1","2025-03-30T15:02:54.013Z","GR86-002-002",0,32768,,"2025-03-30T15:02:54.013Z"
"kafka:gr-raw","2025-03-30T15:02:35.039Z","I_R01_2025-03-30","R1","2025-03-30T15:02:34.562Z","GR86-002-002",0,0,,"2025-03-30T15:02:34.562Z"
"kafka:gr-raw","2025-03-29T23:00:09.964Z","I_R01_2025-03-30","R1","2025-03-29T23:00:07.941Z","GR86-002-002",0,32768,,"2025-03-29T23:00:07.941Z"
"kafka:gr-raw","2025-03-29T21:55:20.826Z","I_R01_2025-03-30","R1","2025-03-29T21:55:13.794Z","GR86-002-002",0,26,,"2025-03-29T21:55:13.794Z"
"kafka:gr-raw","2025-03-29T21:52:36.845Z","I_R01_2025-03-30","R1","2025-03-29T21:52:35.444Z","GR86-002-002",0,25,,"2025-03-29T21:52:35.444Z"
"kafka:gr-raw","2025-03-29T21:50:43.894Z","I_R01_2025-03-30","R1","2025-03-29T21:50:43.134Z","GR86-002-002",0,24,,"2025-03-29T21:50:43.134Z"
"kafka:gr-raw","2025-03-29T21:48:52.593Z","I_R01_2025-03-30","R1","2025-03-29T21:48:50.727Z","GR86-002-002",0,23,,"2025-03-29T21:48:50.727Z"
"kafka:gr-raw","2025-03-29T21:46:59.349Z","I_R01_2025-03-30","R1","2025-03-29T21:46:58.517Z","GR86-002-002",0,22,,"2025-03-29T21:46:58.517Z"
"kafka:gr-raw","2025-03-29T21:45:06.991Z","I_R01_2025-03-30","R1","2025-03-29T21:45:06.180Z","GR86-002-002",0,21,,"2025-03-29T21:45:06.180Z"
"kafka:gr-raw","2025-03-29T21:43:14.786Z","I_R01_2025-03-30","R1","2025-03-29T21:43:14.020Z","GR86-002-002",0,20,,"2025-03-29T21:43:14.020Z"
"kafka:gr-raw","2025-03-29T21:41:23.151Z","I_R01_2025-03-30","R1","2025-03-29T21:41:22.009Z","GR86-002-002",0,19,,"2025-03-29T21:41:22.009Z"
"kafka:gr-raw","2025-03-29T21:39:30.995Z","I_R01_2025-03-30","R1","2025-03-29T21:39:29.625Z","GR86-002-002",0,18,,"2025-03-29T21:39:29.625Z"
"kafka:gr-raw","2025-03-29T21:37:38.137Z","I_R01_2025-03-30","R1","2025-03-29T21:37:37.538Z","GR86-002-002",0,17,,"2025-03-29T21:37:37.538Z"
"kafka:gr-raw","2025-03-29T21:35:46.291Z","I_R01_2025-03-30","R1","2025-03-29T21:35:45.229Z","GR86-002-002",0,16,,"2025-03-29T21:35:45.229Z"
"kafka:gr-raw","2025-03-29T21:33:54.331Z","I_R01_2025-03-30","R1","2025-03-29T21:33:52.962Z","GR86-002-002",0,15,,"2025-03-29T21:33:52.962Z"
"kafka:gr-raw","2025-03-29T21:32:00.405Z","I_R01_2025-03-30","R1","2025-03-29T21:32:00.099Z","GR86-002-002",0,14,,"2025-03-29T21:32:00.099Z"
"kafka:gr-raw","2025-03-29T21:30:09.543Z","I_R01_2025-03-30","R1","2025-03-29T21:30:07.807Z","GR86-002-002",0,13,,"2025-03-29T21:30:07.807Z"
"kafka:gr-raw","2025-03-29T21:28:15.783Z","I_R01_2025-03-30","R1","2025-03-29T21:28:15.398Z","GR86-002-002",0,12,,"2025-03-29T21:28:15.398Z"
"kafka:gr-raw","2025-03-29T21:26:25.310Z","I_R01_2025-03-30","R1","2025-03-29T21:26:22.937Z","GR86-002-002",0,11,,"2025-03-29T21:26:22.937Z"
"kafka:gr-raw","2025-03-29T21:24:31.074Z","I_R01_2025-03-30","R1","2025-03-29T21:24:30.201Z","GR86-002-002",0,10,,"2025-03-29T21:24:30.201Z"
"kafka:gr-raw","2025-03-29T21:22:10.689Z","I_R01_2025-03-30","R1","2025-03-29T21:22:01.416Z","GR86-002-002",0,9,,"2025-03-29T21:22:01.416Z"
"kafka:gr-raw","2025-03-29T21:19:14.953Z","I_R01_2025-03-30","R1","2025-03-29T21:19:14.036Z","GR86-002-002",0,8,,"2025-03-29T21:19:14.036Z"
"kafka:gr-raw","2025-03-29T21:16:22.643Z","I_R01_2025-03-30","R1","2025-03-29T21:16:18.808Z","GR86-002-002",0,7,,"2025-03-29T21:16:18.808Z"
"kafka:gr-raw","2025-03-29T21:14:13.156Z","I_R01_2025-03-30","R1","2025-03-29T21:14:12.820Z","GR86-002-002",0,6,,"2025-03-29T21:14:12.820Z"
"kafka:gr-raw","2025-03-29T21:12:22.424Z","I_R01_2025-03-30","R1","2025-03-29T21:12:19.991Z","GR86-002-002",0,5,,"2025-03-29T21:12:19.991Z"
"kafka:gr-raw","2025-03-29T21:10:46.057Z","I_R01_2025-03-30","R1","2025-03-29T21:10:25.913Z","GR86-002-002",0,4,,"2025-03-29T21:10:25.913Z"
"kafka:gr-raw","2025-03-29T21:08:31.985Z","I_R01_2025-03-30","R1","2025-03-29T21:08:31.010Z","GR86-002-002",0,3,,"2025-03-29T21:08:31.010Z"
"kafka:gr-raw","2025-03-29T21:05:53.142Z","I_R01_2025-03-30","R1","2025-03-29T21:05:52.414Z","GR86-002-002",0,2,,"2025-03-29T21:05:52.414Z"
"kafka:gr-raw","2025-03-29T21:03:27.647Z","I_R01_2025-03-30","R1","2025-03-29T21:03:15.106Z","GR86-002-002",0,1,,"2025-03-29T21:03:15.106Z"
"kafka:gr-raw","2025-03-30T20:50:52.051Z","I_R01_2025-03-30","R1","2025-03-30T20:50:50.782Z","GR86-003-017",0,32768,,"2025-03-30T20:50:50.782Z"
"kafka:gr-raw","2025-03-30T20:45:02.238Z","I_R01_2025-03-30","R1","2025-03-30T20:45:00.806Z","GR86-003-017",0,25,,"2025-03-30T20:45:00.806Z"
"kafka:gr-raw","2025-03-30T20:41:58.544Z","I_R01_2025-03-30","R1","2025-03-30T20:41:57.393Z","GR86-003-017",0,24,,"2025-03-30T20:41:57.393Z"
"kafka:gr-raw","2025-03-30T20:40:01.041Z","I_R01_2025-03-30","R1","2025-03-30T20:40:00.413Z","GR86-003-017",0,23,,"2025-03-30T20:40:00.413Z"
"kafka:gr-raw","2025-03-30T19:45:26.524Z","I_R01_2025-03-30","R1","2025-03-30T19:45:24.814Z","GR86-003-017",0,1,,"2025-03-30T19:45:24.814Z"
"kafka:gr-raw","2025-03-30T17:41:53.638Z","I_R01_2025-03-30","R1","2025-03-30T17:41:46.865Z","GR86-003-017",0,32768,,"2025-03-30T17:41:46.865Z"
"kafka:gr-raw","2025-03-30T16:28:48.001Z","I_R01_2025-03-30","R1","2025-03-30T16:28:46.482Z","GR86-003-017",0,0,,"2025-03-30T16:28:46.482Z"
"kafka:gr-raw","2025-03-30T16:27:37.024Z","I_R01_2025-03-30","R1","2025-03-30T16:27:24.432Z","GR86-003-017",0,32768,,"2025-03-30T16:27:24.432Z"
"kafka:gr-raw","2025-03-30T16:26:59.681Z","I_R01_2025-03-30","R1","2025-03-30T16:26:57.671Z","GR86-003-017",0,0,,"2025-03-30T16:26:57.671Z"
"kafka:gr-raw","2025-03-30T16:12:07.493Z","I_R01_2025-03-30","R1","2025-03-30T16:12:06.252Z","GR86-003-017",0,32768,,"2025-03-30T16:12:06.252Z"
"kafka:gr-raw","2025-03-30T16:11:42.127Z","I_R01_2025-03-30","R1","2025-03-30T16:11:39.720Z","GR86-003-017",0,0,,"2025-03-30T16:11:39.720Z"
"kafka:gr-raw","2025-03-30T15:04:26.657Z","I_R01_2025-03-30","R1","2025-03-30T15:04:09.846Z","GR86-003-017",0,32768,,"2025-03-30T15:04:09.846Z"
