"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","value","expire_at"
"kafka:gr-raw","2025-05-18T14:57:07.582Z","I_R03_2025-05-18","R2","2025-05-18T14:57:05.862Z","GR86-006-7",0,18,219589,
"kafka:gr-raw","2025-05-18T14:45:26.436Z","I_R03_2025-05-18","R2","2025-05-18T14:45:21.200Z","GR86-006-7",0,17,146827,
"kafka:gr-raw","2025-05-18T14:42:55.186Z","I_R03_2025-05-18","R2","2025-05-18T14:42:54.416Z","GR86-006-7",0,16,44,
"kafka:gr-raw","2025-05-18T14:42:55.186Z","I_R03_2025-05-18","R2","2025-05-18T14:42:54.344Z","GR86-006-7",0,17,0,
"kafka:gr-raw","2025-05-18T14:42:55.185Z","I_R03_2025-05-18","R2","2025-05-18T14:42:54.342Z","GR86-006-7",0,16,146127,
"kafka:gr-raw","2025-05-18T14:40:29.902Z","I_R03_2025-05-18","R2","2025-05-18T14:40:28.203Z","GR86-006-7",0,15,146512,
"kafka:gr-raw","2025-05-18T14:38:02.046Z","I_R03_2025-05-18","R2","2025-05-18T14:38:01.747Z","GR86-006-7",0,14,146358,
"kafka:gr-raw","2025-05-18T14:35:36.848Z","I_R03_2025-05-18","R2","2025-05-18T14:35:35.321Z","GR86-006-7",0,13,146127,
"kafka:gr-raw","2025-05-18T14:33:11.010Z","I_R03_2025-05-18","R2","2025-05-18T14:33:09.198Z","GR86-006-7",0,12,146256,
"kafka:gr-raw","2025-05-18T14:30:43.269Z","I_R03_2025-05-18","R2","2025-05-18T14:30:42.938Z","GR86-006-7",0,11,146107,
"kafka:gr-raw","2025-05-18T14:28:17.565Z","I_R03_2025-05-18","R2","2025-05-18T14:28:16.830Z","GR86-006-7",0,10,145900,
"kafka:gr-raw","2025-05-18T14:28:17.565Z","I_R03_2025-05-18","R2","2025-05-18T14:28:16.833Z","GR86-006-7",0,10,44,
"kafka:gr-raw","2025-05-18T14:28:17.565Z","I_R03_2025-05-18","R2","2025-05-18T14:28:16.832Z","GR86-006-7",0,11,0,
"kafka:gr-raw","2025-05-18T14:25:51.325Z","I_R03_2025-05-18","R2","2025-05-18T14:25:50.893Z","GR86-006-7",0,9,147141,
"kafka:gr-raw","2025-05-18T14:23:24.357Z","I_R03_2025-05-18","R2","2025-05-18T14:23:23.738Z","GR86-006-7",0,8,145304,
"kafka:gr-raw","2025-05-18T14:20:59.538Z","I_R03_2025-05-18","R2","2025-05-18T14:20:58.425Z","GR86-006-7",0,7,44,
"kafka:gr-raw","2025-05-18T14:20:59.537Z","I_R03_2025-05-18","R2","2025-05-18T14:20:58.395Z","GR86-006-7",0,8,0,
"kafka:gr-raw","2025-05-18T14:20:59.537Z","I_R03_2025-05-18","R2","2025-05-18T14:20:58.394Z","GR86-006-7",0,7,145636,
"kafka:gr-raw","2025-05-18T14:18:33.655Z","I_R03_2025-05-18","R2","2025-05-18T14:18:32.756Z","GR86-006-7",0,6,44,
"kafka:gr-raw","2025-05-18T14:18:33.654Z","I_R03_2025-05-18","R2","2025-05-18T14:18:32.709Z","GR86-006-7",0,7,0,
"kafka:gr-raw","2025-05-18T14:18:33.653Z","I_R03_2025-05-18","R2","2025-05-18T14:18:32.707Z","GR86-006-7",0,6,145871,
"kafka:gr-raw","2025-05-18T14:16:07.628Z","I_R03_2025-05-18","R2","2025-05-18T14:16:06.830Z","GR86-006-7",0,5,145542,
"kafka:gr-raw","2025-05-18T14:13:41.993Z","I_R03_2025-05-18","R2","2025-05-18T14:13:41.386Z","GR86-006-7",0,4,45,
"kafka:gr-raw","2025-05-18T14:13:41.993Z","I_R03_2025-05-18","R2","2025-05-18T14:13:41.385Z","GR86-006-7",0,5,44,
"kafka:gr-raw","2025-05-18T14:13:41.992Z","I_R03_2025-05-18","R2","2025-05-18T14:13:41.383Z","GR86-006-7",0,4,146675,
"kafka:gr-raw","2025-05-18T14:11:15.826Z","I_R03_2025-05-18","R2","2025-05-18T14:11:14.522Z","GR86-006-7",0,3,225115,
"kafka:gr-raw","2025-05-18T14:07:30.733Z","I_R03_2025-05-18","R2","2025-05-18T14:07:29.395Z","GR86-006-7",0,2,150299,
"kafka:gr-raw","2025-05-18T14:04:59.563Z","I_R03_2025-05-18","R2","2025-05-18T14:04:59.099Z","GR86-006-7",0,1,784369,
"kafka:gr-raw","2025-05-18T13:52:01.594Z","I_R03_2025-05-18","R2","2025-05-18T13:51:54.712Z","GR86-006-7",0,32768,895267,
"kafka:gr-raw","2025-05-18T15:00:13.791Z","I_R03_2025-05-18","R2","2025-05-18T15:00:12.197Z","GR86-010-16",0,0,40084,
"kafka:gr-raw","2025-05-18T14:59:33.243Z","I_R03_2025-05-18","R2","2025-05-18T14:59:32.157Z","GR86-010-16",0,32768,94594,
"kafka:gr-raw","2025-05-18T14:57:29.872Z","I_R03_2025-05-18","R2","2025-05-18T14:57:28.219Z","GR86-010-16",0,18,225090,
"kafka:gr-raw","2025-05-18T14:45:26.320Z","I_R03_2025-05-18","R2","2025-05-18T14:45:21.261Z","GR86-010-16",0,17,146520,
"kafka:gr-raw","2025-05-18T14:42:55.126Z","I_R03_2025-05-18","R2","2025-05-18T14:42:54.748Z","GR86-010-16",0,16,146386,
"kafka:gr-raw","2025-05-18T14:40:30.053Z","I_R03_2025-05-18","R2","2025-05-18T14:40:28.348Z","GR86-010-16",0,15,146451,
"kafka:gr-raw","2025-05-18T14:38:02.087Z","I_R03_2025-05-18","R2","2025-05-18T14:38:01.945Z","GR86-010-16",0,14,145917,
"kafka:gr-raw","2025-05-18T14:35:37.031Z","I_R03_2025-05-18","R2","2025-05-18T14:35:35.981Z","GR86-010-16",0,13,146163,
"kafka:gr-raw","2025-05-18T14:33:10.960Z","I_R03_2025-05-18","R2","2025-05-18T14:33:09.841Z","GR86-010-16",0,12,44,
"kafka:gr-raw","2025-05-18T14:33:10.959Z","I_R03_2025-05-18","R2","2025-05-18T14:33:09.773Z","GR86-010-16",0,13,0,
"kafka:gr-raw","2025-05-18T14:33:10.959Z","I_R03_2025-05-18","R2","2025-05-18T14:33:09.771Z","GR86-010-16",0,12,146486,
"kafka:gr-raw","2025-05-18T14:30:44.910Z","I_R03_2025-05-18","R2","2025-05-18T14:30:43.284Z","GR86-010-16",0,11,145847,
"kafka:gr-raw","2025-05-18T14:28:18.838Z","I_R03_2025-05-18","R2","2025-05-18T14:28:17.431Z","GR86-010-16",0,10,146356,
"kafka:gr-raw","2025-05-18T14:25:51.311Z","I_R03_2025-05-18","R2","2025-05-18T14:25:51.078Z","GR86-010-16",0,9,146001,
"kafka:gr-raw","2025-05-18T14:23:25.966Z","I_R03_2025-05-18","R2","2025-05-18T14:23:25.088Z","GR86-010-16",0,8,145316,
"kafka:gr-raw","2025-05-18T14:21:00.981Z","I_R03_2025-05-18","R2","2025-05-18T14:20:59.761Z","GR86-010-16",0,7,145341,
"kafka:gr-raw","2025-05-18T14:18:36.577Z","I_R03_2025-05-18","R2","2025-05-18T14:18:34.416Z","GR86-010-16",0,6,147473,
"kafka:gr-raw","2025-05-18T14:16:07.910Z","I_R03_2025-05-18","R2","2025-05-18T14:16:06.939Z","GR86-010-16",0,5,145785,
"kafka:gr-raw","2025-05-18T14:13:41.965Z","I_R03_2025-05-18","R2","2025-05-18T14:13:41.147Z","GR86-010-16",0,4,146632,
"kafka:gr-raw","2025-05-18T14:11:15.956Z","I_R03_2025-05-18","R2","2025-05-18T14:11:14.513Z","GR86-010-16",0,3,43,
"kafka:gr-raw","2025-05-18T14:11:14.719Z","I_R03_2025-05-18","R2","2025-05-18T14:11:14.478Z","GR86-010-16",0,4,0,
"kafka:gr-raw","2025-05-18T14:11:14.719Z","I_R03_2025-05-18","R2","2025-05-18T14:11:14.476Z","GR86-010-16",0,3,224325,
"kafka:gr-raw","2025-05-18T14:07:30.870Z","I_R03_2025-05-18","R2","2025-05-18T14:07:30.143Z","GR86-010-16",0,2,150974,
"kafka:gr-raw","2025-05-18T14:04:59.536Z","I_R03_2025-05-18","R2","2025-05-18T14:04:59.172Z","GR86-010-16",0,1,782614,
"kafka:gr-raw","2025-05-18T13:52:01.803Z","I_R03_2025-05-18","R2","2025-05-18T13:51:56.539Z","GR86-010-16",0,32768,797982,
"kafka:gr-raw","2025-05-18T14:05:03.385Z","I_R03_2025-05-18","R2","2025-05-18T14:05:02.002Z","GR86-013-80",0,1,746000,
"kafka:gr-raw","2025-05-18T13:52:44.854Z","I_R03_2025-05-18","R2","2025-05-18T13:52:35.984Z","GR86-013-80",0,32768,1193289,
"kafka:gr-raw","2025-05-18T14:46:37.301Z","I_R03_2025-05-18","R2","2025-05-18T14:46:35.833Z","GR86-015-31",0,16,136,
"kafka:gr-raw","2025-05-18T14:46:37.300Z","I_R03_2025-05-18","R2","2025-05-18T14:46:35.726Z","GR86-015-31",0,17,0,
"kafka:gr-raw","2025-05-18T14:46:37.300Z","I_R03_2025-05-18","R2","2025-05-18T14:46:35.724Z","GR86-015-31",0,16,291785,
"kafka:gr-raw","2025-05-18T14:41:44.663Z","I_R03_2025-05-18","R2","2025-05-18T14:41:43.903Z","GR86-015-31",0,15,197939,
"kafka:gr-raw","2025-05-18T14:38:26.508Z","I_R03_2025-05-18","R2","2025-05-18T14:38:25.960Z","GR86-015-31",0,14,148692,
"kafka:gr-raw","2025-05-18T14:35:57.418Z","I_R03_2025-05-18","R2","2025-05-18T14:35:57.255Z","GR86-015-31",0,13,147317,
"kafka:gr-raw","2025-05-18T14:33:32.516Z","I_R03_2025-05-18","R2","2025-05-18T14:33:29.935Z","GR86-015-31",0,12,148976,
"kafka:gr-raw","2025-05-18T14:31:02.586Z","I_R03_2025-05-18","R2","2025-05-18T14:31:00.964Z","GR86-015-31",0,11,148200,
"kafka:gr-raw","2025-05-18T14:28:33.717Z","I_R03_2025-05-18","R2","2025-05-18T14:28:32.753Z","GR86-015-31",0,10,147813,
