"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","expire_at","value"
"kafka:gr-raw","2025-03-30T20:39:32.465Z","I_R01_2025-03-30","R2","2025-03-30T20:39:26.936Z","GR86-002-002",0,23,,"2025-03-30T20:39:26.936Z"
"kafka:gr-raw","2025-03-30T20:37:34.725Z","I_R01_2025-03-30","R2","2025-03-30T20:37:34.314Z","GR86-002-002",0,22,,"2025-03-30T20:37:34.314Z"
"kafka:gr-raw","2025-03-30T20:35:41.829Z","I_R01_2025-03-30","R2","2025-03-30T20:35:41.567Z","GR86-002-002",0,21,,"2025-03-30T20:35:41.567Z"
"kafka:gr-raw","2025-03-30T20:33:52.096Z","I_R01_2025-03-30","R2","2025-03-30T20:33:48.740Z","GR86-002-002",0,20,,"2025-03-30T20:33:48.740Z"
"kafka:gr-raw","2025-03-30T20:31:56.202Z","I_R01_2025-03-30","R2","2025-03-30T20:31:55.589Z","GR86-002-002",0,19,,"2025-03-30T20:31:55.589Z"
"kafka:gr-raw","2025-03-30T20:30:03.668Z","I_R01_2025-03-30","R2","2025-03-30T20:30:02.785Z","GR86-002-002",0,18,,"2025-03-30T20:30:02.785Z"
"kafka:gr-raw","2025-03-30T20:28:11.739Z","I_R01_2025-03-30","R2","2025-03-30T20:28:10.215Z","GR86-002-002",0,17,,"2025-03-30T20:28:10.215Z"
"kafka:gr-raw","2025-03-30T20:26:17.074Z","I_R01_2025-03-30","R2","2025-03-30T20:26:16.878Z","GR86-002-002",0,16,,"2025-03-30T20:26:16.878Z"
"kafka:gr-raw","2025-03-30T20:24:16.924Z","I_R01_2025-03-30","R2","2025-03-30T20:23:54.401Z","GR86-002-002",0,15,,"2025-03-30T20:23:54.401Z"
"kafka:gr-raw","2025-03-30T20:21:12.647Z","I_R01_2025-03-30","R2","2025-03-30T20:21:10.732Z","GR86-002-002",0,14,,"2025-03-30T20:21:10.732Z"
"kafka:gr-raw","2025-03-30T20:18:46.761Z","I_R01_2025-03-30","R2","2025-03-30T20:18:45.588Z","GR86-002-002",0,13,,"2025-03-30T20:18:45.588Z"
"kafka:gr-raw","2025-03-30T20:18:46.760Z","I_R01_2025-03-30","R2","2025-03-30T20:18:45.517Z","GR86-002-002",0,12,,"2025-03-30T20:18:45.517Z"
"kafka:gr-raw","2025-03-30T20:18:46.760Z","I_R01_2025-03-30","R2","2025-03-30T20:18:45.515Z","GR86-002-002",0,13,,"2025-03-30T20:18:45.515Z"
