"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","expire_at","value"
"kafka:gr-raw","2025-05-17T18:26:31.200Z","I_R03_2025-05-18","R1","2025-05-17T18:26:30.494Z","GR86-006-7",0,20,,"2025-05-17T18:26:30.494Z"
"kafka:gr-raw","2025-05-17T18:24:04.002Z","I_R03_2025-05-18","R1","2025-05-17T18:24:03.231Z","GR86-006-7",0,19,,"2025-05-17T18:24:03.231Z"
"kafka:gr-raw","2025-05-17T18:24:04.002Z","I_R03_2025-05-18","R1","2025-05-17T18:24:03.185Z","GR86-006-7",0,18,,"2025-05-17T18:24:03.185Z"
"kafka:gr-raw","2025-05-17T18:24:04.001Z","I_R03_2025-05-18","R1","2025-05-17T18:24:03.181Z","GR86-006-7",0,19,,"2025-05-17T18:24:03.181Z"
"kafka:gr-raw","2025-05-17T18:21:37.292Z","I_R03_2025-05-18","R1","2025-05-17T18:21:35.544Z","GR86-006-7",0,18,,"2025-05-17T18:21:35.544Z"
"kafka:gr-raw","2025-05-17T18:19:08.611Z","I_R03_2025-05-18","R1","2025-05-17T18:19:08.226Z","GR86-006-7",0,17,,"2025-05-17T18:19:08.226Z"
"kafka:gr-raw","2025-05-17T18:16:41.504Z","I_R03_2025-05-18","R1","2025-05-17T18:16:40.503Z","GR86-006-7",0,16,,"2025-05-17T18:16:40.503Z"
"kafka:gr-raw","2025-05-17T18:14:16.621Z","I_R03_2025-05-18","R1","2025-05-17T18:14:13.181Z","GR86-006-7",0,15,,"2025-05-17T18:14:13.181Z"
"kafka:gr-raw","2025-05-17T18:11:46.837Z","I_R03_2025-05-18","R1","2025-05-17T18:11:46.080Z","GR86-006-7",0,14,,"2025-05-17T18:11:46.080Z"
"kafka:gr-raw","2025-05-17T18:09:19.401Z","I_R03_2025-05-18","R1","2025-05-17T18:09:18.916Z","GR86-006-7",0,13,,"2025-05-17T18:09:18.916Z"
"kafka:gr-raw","2025-05-17T18:06:52.436Z","I_R03_2025-05-18","R1","2025-05-17T18:06:51.918Z","GR86-006-7",0,12,,"2025-05-17T18:06:51.918Z"
"kafka:gr-raw","2025-05-17T18:04:26.325Z","I_R03_2025-05-18","R1","2025-05-17T18:04:25.154Z","GR86-006-7",0,11,,"2025-05-17T18:04:25.154Z"
"kafka:gr-raw","2025-05-17T18:01:59.221Z","I_R03_2025-05-18","R1","2025-05-17T18:01:58.989Z","GR86-006-7",0,10,,"2025-05-17T18:01:58.989Z"
"kafka:gr-raw","2025-05-17T17:59:33.865Z","I_R03_2025-05-18","R1","2025-05-17T17:59:32.500Z","GR86-006-7",0,9,,"2025-05-17T17:59:32.500Z"
"kafka:gr-raw","2025-05-17T17:57:08.214Z","I_R03_2025-05-18","R1","2025-05-17T17:57:06.257Z","GR86-006-7",0,8,,"2025-05-17T17:57:06.257Z"
"kafka:gr-raw","2025-05-17T17:57:08.213Z","I_R03_2025-05-18","R1","2025-05-17T17:57:06.235Z","GR86-006-7",0,7,,"2025-05-17T17:57:06.235Z"
"kafka:gr-raw","2025-05-17T17:57:08.212Z","I_R03_2025-05-18","R1","2025-05-17T17:57:06.234Z","GR86-006-7",0,8,,"2025-05-17T17:57:06.234Z"
"kafka:gr-raw","2025-05-17T17:54:41.589Z","I_R03_2025-05-18","R1","2025-05-17T17:54:39.794Z","GR86-006-7",0,7,,"2025-05-17T17:54:39.794Z"
"kafka:gr-raw","2025-05-17T17:52:13.739Z","I_R03_2025-05-18","R1","2025-05-17T17:52:13.186Z","GR86-006-7",0,6,,"2025-05-17T17:52:13.186Z"
"kafka:gr-raw","2025-05-17T17:52:13.734Z","I_R03_2025-05-18","R1","2025-05-17T17:52:13.158Z","GR86-006-7",0,5,,"2025-05-17T17:52:13.158Z"
"kafka:gr-raw","2025-05-17T17:52:13.734Z","I_R03_2025-05-18","R1","2025-05-17T17:52:13.156Z","GR86-006-7",0,6,,"2025-05-17T17:52:13.156Z"
"kafka:gr-raw","2025-05-17T17:49:48.061Z","I_R03_2025-05-18","R1","2025-05-17T17:49:46.601Z","GR86-006-7",0,5,,"2025-05-17T17:49:46.601Z"
"kafka:gr-raw","2025-05-17T17:47:20.067Z","I_R03_2025-05-18","R1","2025-05-17T17:47:19.812Z","GR86-006-7",0,4,,"2025-05-17T17:47:19.812Z"
"kafka:gr-raw","2025-05-17T17:44:53.740Z","I_R03_2025-05-18","R1","2025-05-17T17:44:53.405Z","GR86-006-7",0,3,,"2025-05-17T17:44:53.405Z"
"kafka:gr-raw","2025-05-17T17:44:53.697Z","I_R03_2025-05-18","R1","2025-05-17T17:44:53.195Z","GR86-006-7",0,2,,"2025-05-17T17:44:53.195Z"
"kafka:gr-raw","2025-05-17T17:44:53.697Z","I_R03_2025-05-18","R1","2025-05-17T17:44:53.194Z","GR86-006-7",0,3,,"2025-05-17T17:44:53.194Z"
"kafka:gr-raw","2025-05-17T17:42:27.113Z","I_R03_2025-05-18","R1","2025-05-17T17:42:26.887Z","GR86-006-7",0,2,,"2025-05-17T17:42:26.887Z"
"kafka:gr-raw","2025-05-17T17:40:25.156Z","I_R03_2025-05-18","R1","2025-05-17T17:39:58.396Z","GR86-006-7",0,1,,"2025-05-17T17:39:58.396Z"
"kafka:gr-raw","2025-05-17T17:32:16.551Z","I_R03_2025-05-18","R1","2025-05-17T17:32:14.394Z","GR86-006-7",0,32768,,"2025-05-17T17:32:14.394Z"
"kafka:gr-raw","2025-05-17T18:26:31.235Z","I_R03_2025-05-18","R1","2025-05-17T18:26:30.553Z","GR86-010-16",0,20,,"2025-05-17T18:26:30.553Z"
"kafka:gr-raw","2025-05-17T18:24:04.041Z","I_R03_2025-05-18","R1","2025-05-17T18:24:03.343Z","GR86-010-16",0,19,,"2025-05-17T18:24:03.343Z"
"kafka:gr-raw","2025-05-17T18:21:37.462Z","I_R03_2025-05-18","R1","2025-05-17T18:21:35.756Z","GR86-010-16",0,18,,"2025-05-17T18:21:35.756Z"
