TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN
1747503616;5/17/2025 5:40:16 PM;32.97;45.3;46.72;1013.7;5.76;271;0
1747503679;5/17/2025 5:41:19 PM;33.13;45.0;46.8;1013.7;3.96;266;0
1747503741;5/17/2025 5:42:21 PM;33.11;44.6;45.83;1013.7;4.32;263;0
1747503804;5/17/2025 5:43:24 PM;33.17;44.0;46.35;1013.7;0.72;270;0
1747503867;5/17/2025 5:44:27 PM;33.24;43.6;46.49;1013.7;0.36;128;0
1747503930;5/17/2025 5:45:30 PM;33.38;43.6;47.11;1013.6;2.52;244;0
1747503992;5/17/2025 5:46:32 PM;33.56;42.7;47.26;1013.6;1.08;278;0
1747504055;5/17/2025 5:47:35 PM;33.83;43.0;46.78;1013.6;0.36;268;0
1747504118;5/17/2025 5:48:38 PM;33.91;43.0;46.45;1013.7;0.72;155;0
1747504180;5/17/2025 5:49:40 PM;34.07;42.6;46.31;1013.6;2.16;118;0
1747504243;5/17/2025 5:50:43 PM;34.17;42.0;45.79;1013.6;1.8;129;0
1747504306;5/17/2025 5:51:46 PM;34.16;42.1;45.71;1013.6;1.08;135;0
1747504368;5/17/2025 5:52:48 PM;34.19;42.5;46.26;1013.5;1.08;106;0
1747504431;5/17/2025 5:53:51 PM;34.33;42.7;45.77;1013.6;2.88;145;0
1747504494;5/17/2025 5:54:54 PM;34.5;43.4;45.24;1013.5;1.44;99;0
1747504556;5/17/2025 5:55:56 PM;34.66;43.7;44.96;1013.6;2.16;121;0
1747504619;5/17/2025 5:56:59 PM;34.67;43.3;44.35;1013.5;2.16;140;0
1747504682;5/17/2025 5:58:02 PM;34.38;43.5;44.89;1013.6;3.6;147;0
1747504745;5/17/2025 5:59:05 PM;34.11;43.5;45.5;1013.6;3.6;231;0
1747504807;5/17/2025 6:00:07 PM;33.99;43.3;46.11;1013.6;0.36;216;0
1747504868;5/17/2025 6:01:08 PM;33.89;42.3;46.35;1013.5;1.44;216;0
1747504933;5/17/2025 6:02:13 PM;33.87;41.8;46.82;1013.6;0.36;216;0
1747504995;5/17/2025 6:03:15 PM;33.9;41.4;47.43;1013.5;1.8;40;0
1747505058;5/17/2025 6:04:18 PM;33.9;41.2;47.38;1013.5;0.72;123;0
1747505121;5/17/2025 6:05:21 PM;33.93;41.1;47.61;1013.5;1.44;242;0
1747505183;5/17/2025 6:06:23 PM;34.07;41.4;46.75;1013.5;1.08;260;0
1747505246;5/17/2025 6:07:26 PM;34.22;41.9;45.49;1013.4;6.84;131;0
1747505309;5/17/2025 6:08:29 PM;34.11;42.1;44.65;1013.5;7.2;137;0
1747505371;5/17/2025 6:09:31 PM;34.0;42.8;45.44;1013.4;1.8;131;0
1747505434;5/17/2025 6:10:34 PM;33.96;43.0;44.78;1013.5;2.52;122;0
1747505497;5/17/2025 6:11:37 PM;33.83;43.0;44.23;1013.4;7.2;107;0
1747505559;5/17/2025 6:12:39 PM;33.54;43.5;46.31;1013.6;7.92;130;0
1747505622;5/17/2025 6:13:42 PM;33.25;42.9;46.72;1013.5;8.28;121;0
1747505685;5/17/2025 6:14:45 PM;33.02;42.7;47.0;1013.4;6.84;102;0
1747505748;5/17/2025 6:15:48 PM;32.79;42.2;47.44;1013.5;5.04;123;0
1747505810;5/17/2025 6:16:50 PM;32.67;41.4;48.39;1013.5;3.6;111;0
1747505873;5/17/2025 6:17:53 PM;32.7;41.3;47.79;1013.4;2.52;146;0
1747505936;5/17/2025 6:18:56 PM;32.72;41.6;48.5;1013.4;9.36;107;0
1747505998;5/17/2025 6:19:58 PM;32.72;42.1;47.65;1013.4;9.36;108;0
1747506061;5/17/2025 6:21:01 PM;32.64;42.5;48.11;1013.4;8.64;107;0
1747506124;5/17/2025 6:22:04 PM;32.53;42.8;48.68;1013.4;8.28;117;0
1747506186;5/17/2025 6:23:06 PM;32.56;43.0;48.62;1013.4;5.04;138;0
1747506249;5/17/2025 6:24:09 PM;32.61;43.0;48.57;1013.4;5.76;120;0
1747506312;5/17/2025 6:25:12 PM;32.7;43.4;48.19;1013.4;6.48;104;0
1747506374;5/17/2025 6:26:14 PM;32.66;43.8;48.33;1013.3;1.44;88;0
