expire_at,lap,meta_event,meta_session,meta_source,meta_time,outing,timestamp,value,vehicle_id
,22,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:52:40.070Z,0,2025-07-19T18:52:39.249Z,2025-07-19T18:52:39.249Z,GR86-002-2
,21,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:52:40.069Z,0,2025-07-19T18:52:39.219Z,2025-07-19T18:52:39.219Z,GR86-002-2
,22,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:52:40.069Z,0,2025-07-19T18:52:39.218Z,2025-07-19T18:52:39.218Z,GR86-002-2
,21,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:50:32.258Z,0,2025-07-19T18:50:30.199Z,2025-07-19T18:50:30.199Z,GR86-002-2
,20,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:48:23.664Z,0,2025-07-19T18:48:20.579Z,2025-07-19T18:48:20.579Z,GR86-002-2
,19,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:46:11.138Z,0,2025-07-19T18:46:10.459Z,2025-07-19T18:46:10.459Z,GR86-002-2
,18,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:44:02.396Z,0,2025-07-19T18:44:01.180Z,2025-07-19T18:44:01.180Z,GR86-002-2
,17,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:41:56.138Z,0,2025-07-19T18:41:52.195Z,2025-07-19T18:41:52.195Z,GR86-002-2
,16,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:39:45.342Z,0,2025-07-19T18:39:42.672Z,2025-07-19T18:39:42.672Z,GR86-002-2
,15,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:37:34.796Z,0,2025-07-19T18:37:33.100Z,2025-07-19T18:37:33.100Z,GR86-002-2
,14,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:35:23.885Z,0,2025-07-19T18:35:23.697Z,2025-07-19T18:35:23.697Z,GR86-002-2
,13,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:33:16.575Z,0,2025-07-19T18:33:14.495Z,2025-07-19T18:33:14.495Z,GR86-002-2
,12,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:31:05.586Z,0,2025-07-19T18:31:05.080Z,2025-07-19T18:31:05.080Z,GR86-002-2
,11,I_R04_2025-07-20,R1,kafka:gr-raw,2025-07-19T18:28:56.359Z,0,2025-07-19T18:28:55.883Z,2025-07-19T18:28:55.883Z,GR86-002-2
