TIME_UTC_SECONDS;TIME_UTC_STR;AIR_TEMP;TRACK_TEMP;HUMIDITY;PRESSURE;WIND_SPEED;WIND_DIRECTION;RAIN
1752948422;7/19/2025 6:07:02 PM;34.15;49.9;53.33;1001.9;5.76;226;0
1752948484;7/19/2025 6:08:04 PM;34.11;50.0;53.22;1001.9;1.44;231;0
1752948547;7/19/2025 6:09:07 PM;34.13;50.4;55.71;1001.9;2.88;121;0
1752948610;7/19/2025 6:10:10 PM;34.06;50.4;56.52;1001.9;2.88;206;0
1752948672;7/19/2025 6:11:12 PM;34.08;50.7;55.8;1001.9;2.88;227;0
1752948735;7/19/2025 6:12:15 PM;34.12;50.8;55.14;1001.7;1.8;228;0
1752948798;7/19/2025 6:13:18 PM;34.15;50.5;56.53;1001.8;7.2;223;0
1752948860;7/19/2025 6:14:20 PM;34.12;50.3;56.93;1001.8;4.68;215;0
1752948923;7/19/2025 6:15:23 PM;34.0;50.2;57.49;1001.8;2.88;218;0
1752948986;7/19/2025 6:16:26 PM;33.99;49.9;58.05;1001.8;2.88;211;0
1752949048;7/19/2025 6:17:28 PM;33.98;49.6;56.89;1001.7;2.16;207;0
1752949111;7/19/2025 6:18:31 PM;33.98;49.4;57.32;1001.7;3.24;235;0
1752949174;7/19/2025 6:19:34 PM;33.98;49.1;57.34;1001.6;4.68;243;0
1752949236;7/19/2025 6:20:36 PM;33.93;48.5;58.01;1001.7;0.72;270;0
1752949299;7/19/2025 6:21:39 PM;33.72;48.3;58.05;1001.6;3.24;98;0
1752949362;7/19/2025 6:22:42 PM;33.45;48.1;59.21;1001.7;1.44;80;0
1752949425;7/19/2025 6:23:45 PM;33.35;48.1;60.67;1001.8;2.16;80;0
1752949487;7/19/2025 6:24:47 PM;33.42;48.9;60.64;1001.8;2.88;206;0
1752949550;7/19/2025 6:25:50 PM;33.56;48.9;59.09;1001.8;8.28;232;0
1752949613;7/19/2025 6:26:53 PM;33.61;48.8;58.86;1001.8;0.36;215;0
1752949675;7/19/2025 6:27:55 PM;33.67;48.7;59.21;1001.7;6.12;204;0
1752949738;7/19/2025 6:28:58 PM;33.72;48.3;58.29;1001.8;2.52;213;0
1752949801;7/19/2025 6:30:01 PM;33.69;48.1;58.97;1001.7;7.56;233;0
1752949863;7/19/2025 6:31:03 PM;33.64;47.9;59.57;1001.7;6.12;265;0
1752949926;7/19/2025 6:32:06 PM;33.57;47.8;63.02;1001.8;9.72;259;0
1752949989;7/19/2025 6:33:09 PM;33.49;47.6;62.4;1001.7;6.84;263;0
1752950051;7/19/2025 6:34:11 PM;33.51;47.7;62.71;1001.7;2.52;207;0
1752950114;7/19/2025 6:35:14 PM;33.61;47.8;63.0;1001.6;2.16;214;0
1752950176;7/19/2025 6:36:16 PM;33.78;48.0;60.69;1001.6;4.32;251;0
1752950240;7/19/2025 6:37:20 PM;33.91;47.9;60.49;1001.5;9.0;261;0
1752950302;7/19/2025 6:38:22 PM;33.86;47.8;60.95;1001.6;7.56;257;0
1752950365;7/19/2025 6:39:25 PM;33.89;47.8;60.25;1001.5;6.12;236;0
1752950428;7/19/2025 6:40:28 PM;33.91;47.7;60.71;1001.5;6.12;276;0
1752950490;7/19/2025 6:41:30 PM;33.96;47.5;61.5;1001.5;4.32;273;0
1752950553;7/19/2025 6:42:33 PM;34.04;47.5;60.01;1001.4;4.68;212;0
1752950616;7/19/2025 6:43:36 PM;34.1;47.5;59.47;1001.4;4.68;221;0
1752950678;7/19/2025 6:44:38 PM;34.11;47.7;59.76;1001.3;1.44;129;0
1752950741;7/19/2025 6:45:41 PM;34.14;48.0;59.15;1001.4;1.08;157;0
1752950804;7/19/2025 6:46:44 PM;34.19;48.1;58.76;1001.3;4.32;228;0
1752950866;7/19/2025 6:47:46 PM;34.17;48.1;56.14;1001.3;7.92;233;0
1752950929;7/19/2025 6:48:49 PM;34.1;47.7;55.43;1001.3;5.4;238;0
1752950992;7/19/2025 6:49:52 PM;34.02;47.7;54.99;1001.2;3.24;217;0
1752951054;7/19/2025 6:50:54 PM;33.97;47.5;55.1;1001.1;3.24;228;0
1752951117;7/19/2025 6:51:57 PM;33.93;47.6;55.29;1001.1;1.44;228;0
