NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
3;1;1;2:19.735;0;;53.579;0;50.423;0;35.733;0;135.6;2:19.735;14:08:57.724;0:53.579;0:50.423;0:35.733;;;Am;;Toyota Gazoo Racing;GF;53.579;50.423;35.733;31.543;31.543;22.036;53.579;20.232;1:13.811;30.191;1:44.002;14.322;1:58.324;21.411;2:19.735
3;1;2;2:16.915;0;;47.328;0;49.785;0;39.802;0;138.4;4:36.650;14:11:14.639;0:47.328;0:49.785;0:39.802;;;Am;;Toyota Gazoo Racing;FCY;47.328;49.785;39.802;26.821;26.821;20.507;47.328;19.557;1:06.885;30.228;1:37.113;14.266;1:51.379;25.536;2:16.915
3;1;3;3:26.778;0;;1:03.476;0;1:26.198;0;57.104;0;91.6;8:03.428;14:14:41.417;1:03.476;1:26.198;0:57.104;;;Am;;Toyota Gazoo Racing;FCY;63.476;86.198;57.104;38.449;38.449;25.027;1:03.476;37.797;1:41.273;48.401;2:29.674;22.631;2:52.305;34.473;3:26.778
3;1;4;3:14.171;0;;1:08.063;0;1:22.469;0;43.639;0;97.6;11:17.599;14:17:55.588;1:08.063;1:22.469;0:43.639;;;Am;;Toyota Gazoo Racing;GF;68.063;82.469;43.639;42.887;42.887;25.176;1:08.063;36.091;1:44.154;46.378;2:30.532;18.914;2:49.446;24.725;3:14.171
3;1;5;2:14.572;0;;49.087;0;49.227;0;36.258;0;140.8;13:32.171;14:20:10.160;0:49.087;0:49.227;0:36.258;;;Am;;Toyota Gazoo Racing;GF;49.087;49.227;36.258;28.939;28.939;20.148;49.087;19.243;1:08.330;29.984;1:38.314;14.486;1:52.800;21.772;2:14.572
3;1;6;2:23.194;0;;46.592;0;48.819;2;47.783;0;132.3;15:55.365;14:22:33.354;0:46.592;0:48.819;0:47.783;;;Am;;Toyota Gazoo Racing;GF;46.592;48.819;47.783;26.416;26.416;20.176;46.592;19.156;1:05.748;29.663;1:35.411;13.953;1:49.364;33.830;2:23.194
3;1;7;2:12.552;0;;46.917;0;49.690;0;35.945;0;142.9;18:07.917;14:24:45.906;0:46.917;0:49.690;0:35.945;;;Am;;Toyota Gazoo Racing;GF;46.917;49.69;35.945;26.92;26.92;19.997;46.917;19.383;1:06.300;30.307;1:36.607;14.027;1:50.634;21.918;2:12.552
3;1;8;2:10.881;0;;46.191;0;49.441;0;35.249;0;144.8;20:18.798;14:26:56.787;0:46.191;0:49.441;0:35.249;;;Am;;Toyota Gazoo Racing;GF;46.191;49.441;35.249;26.178;26.178;20.013;46.191;19.432;1:05.623;30.009;1:35.632;13.893;1:49.525;21.356;2:10.881
3;1;9;2:10.590;0;;46.054;0;48.990;0;35.546;0;145.1;22:29.388;14:29:07.377;0:46.054;0:48.990;0:35.546;;;Am;;Toyota Gazoo Racing;GF;46.054;48.99;35.546;26.043;26.043;20.011;46.054;19.187;1:05.241;29.803;1:35.044;13.872;1:48.916;21.674;2:10.590
3;1;10;2:10.282;0;;45.996;0;48.988;0;35.298;0;145.4;24:39.670;14:31:17.659;0:45.996;0:48.988;0:35.298;;;Am;;Toyota Gazoo Racing;GF;45.996;48.988;35.298;26.022;26.022;19.974;45.996;19.188;1:05.184;29.8;1:34.984;13.938;1:48.922;21.360;2:10.282
3;1;11;2:10.732;0;;46.189;0;49.223;0;35.320;0;144.9;26:50.402;14:33:28.391;0:46.189;0:49.223;0:35.320;;;Am;;Toyota Gazoo Racing;GF;46.189;49.223;35.32;26.091;26.091;20.098;46.189;19.298;1:05.487;29.925;1:35.412;13.926;1:49.338;21.394;2:10.732
3;1;12;2:10.706;0;;45.940;0;48.886;0;35.880;0;144.9;29:01.108;14:35:39.097;0:45.940;0:48.886;0:35.880;;;Am;;Toyota Gazoo Racing;GF;45.94;48.886;35.88;25.98;25.98;19.96;45.940;19.079;1:05.019;29.807;1:34.826;14.557;1:49.383;21.323;2:10.706
3;1;13;2:11.064;0;;46.388;0;49.311;0;35.365;0;144.5;31:12.172;14:37:50.161;0:46.388;0:49.311;0:35.365;;;Am;;Toyota Gazoo Racing;GF;46.388;49.311;35.365;26.232;26.232;20.156;46.388;19.274;1:05.662;30.037;1:35.699;14.012;1:49.711;21.353;2:11.064
3;1;14;2:10.413;0;;46.202;0;48.909;0;35.302;0;145.3;33:22.585;14:40:00.574;0:46.202;0:48.909;0:35.302;;;Am;;Toyota Gazoo Racing;GF;46.202;48.909;35.302;26.2;26.2;20.002;46.202;19.156;1:05.358;29.753;1:35.111;13.931;1:49.042;21.371;2:10.413
3;1;15;2:09.877;2;;45.849;2;48.840;0;35.188;2;145.9;35:32.462;14:42:10.451;0:45.849;0:48.840;0:35.188;;;Am;;Toyota Gazoo Racing;GF;45.849;48.84;35.188;25.975;25.975;19.874;45.849;19.051;1:04.900;29.789;1:34.689;13.835;1:48.524;21.353;2:09.877
3;1;16;2:12.928;0;;46.446;0;50.647;0;35.835;0;142.5;37:45.390;14:44:23.379;0:46.446;0:50.647;0:35.835;;;Am;;Toyota Gazoo Racing;GF;46.446;50.647;35.835;26.222;26.222;20.224;46.446;19.658;1:06.104;30.989;1:37.093;14.401;1:51.494;21.434;2:12.928
3;1;17;2:11.400;0;;46.517;0;49.377;0;35.506;0;144.2;39:56.790;14:46:34.779;0:46.517;0:49.377;0:35.506;;;Am;;Toyota Gazoo Racing;GF;46.517;49.377;35.506;26.448;26.448;20.069;46.517;19.395;1:05.912;29.982;1:35.894;13.969;1:49.863;21.537;2:11.400
3;1;18;2:11.236;0;;46.863;0;48.834;0;35.539;0;144.4;42:08.026;14:48:46.015;0:46.863;0:48.834;0:35.539;;;Am;;Toyota Gazoo Racing;GF;46.863;48.834;35.539;26.449;26.449;20.414;46.863;19.161;1:06.024;29.673;1:35.697;14.224;1:49.921;21.315;2:11.236
3;1;19;2:11.267;0;;46.384;0;49.353;0;35.530;0;144.3;44:19.293;14:50:57.282;0:46.384;0:49.353;0:35.530;;;Am;;Toyota Gazoo Racing;GF;46.384;49.353;35.53;26.158;26.158;20.226;46.384;19.426;1:05.810;29.927;1:35.737;14.268;1:50.005;21.262;2:11.267
3;1;20;2:10.545;0;;46.224;0;48.867;0;35.454;0;145.1;46:29.838;14:53:07.827;0:46.224;0:48.867;0:35.454;;;Am;;Toyota Gazoo Racing;FF;46.224;48.867;35.454;26.115;26.115;20.109;46.224;19.183;1:05.407;29.684;1:35.091;13.979;1:49.070;21.475;2:10.545
111;1;1;2:18.070;0;;51.013;0;49.563;0;37.494;0;137.2;2:18.070;14:08:56.059;0:51.013;0:49.563;0:37.494;;;Am;;Toyota Gazoo Racing;GF;51.013;49.563;37.494;29.866;29.866;21.147;51.013;19.602;1:10.615;29.961;1:40.576;15.791;1:56.367;21.703;2:18.070
111;1;2;2:14.407;0;;46.714;0;49.013;0;38.680;0;141.0;4:32.477;14:11:10.466;0:46.714;0:49.013;0:38.680;;;Am;;Toyota Gazoo Racing;FCY;46.714;49.013;38.68;26.557;26.557;20.157;46.714;19.09;1:05.804;29.923;1:35.727;13.996;1:49.723;24.684;2:14.407
111;1;3;3:27.721;0;;1:04.000;0;1:26.363;0;57.358;0;91.2;8:00.198;14:14:38.187;1:04.000;1:26.363;0:57.358;;;Am;;Toyota Gazoo Racing;FCY;64.0;86.363;57.358;38.392;38.392;25.608;1:04.000;37.74;1:41.740;48.623;2:30.363;22.415;2:52.778;34.943;3:27.721
111;1;4;3:14.624;0;;1:08.230;0;1:22.185;0;44.209;0;97.3;11:14.822;14:17:52.811;1:08.230;1:22.185;0:44.209;;;Am;;Toyota Gazoo Racing;GF;68.23;82.185;44.209;42.528;42.528;25.702;1:08.230;35.915;1:44.145;46.27;2:30.415;19.987;2:50.402;24.222;3:14.624
111;1;5;2:13.413;0;;49.511;0;48.769;0;35.133;0;142.0;13:28.235;14:20:06.224;0:49.511;0:48.769;0:35.133;;;Am;;Toyota Gazoo Racing;GF;49.511;48.769;35.133;29.475;29.475;20.036;49.511;19.032;1:08.543;29.737;1:38.280;13.916;1:52.196;21.217;2:13.413
111;1;6;2:09.785;0;;45.863;0;48.549;0;35.373;0;146.0;15:38.020;14:22:16.009;0:45.863;0:48.549;0:35.373;;;Am;;Toyota Gazoo Racing;GF;45.863;48.549;35.373;25.979;25.979;19.884;45.863;18.95;1:04.813;29.599;1:34.412;14.046;1:48.458;21.327;2:09.785
111;1;7;2:09.789;0;;45.930;0;48.732;0;35.127;0;146.0;17:47.809;14:24:25.798;0:45.930;0:48.732;0:35.127;;;Am;;Toyota Gazoo Racing;GF;45.93;48.732;35.127;25.974;25.974;19.956;45.930;19.037;1:04.967;29.695;1:34.662;13.923;1:48.585;21.204;2:09.789
