"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","expire_at","value"
"kafka:gr-raw","2025-04-26T21:43:13.982Z","I_R02_2025-04-27","R1","2025-04-26T21:43:12.084Z","GR86-002-2",0,32768,,"2025-04-26T21:43:12.084Z"
"kafka:gr-raw","2025-04-26T20:54:54.770Z","I_R02_2025-04-27","R1","2025-04-26T20:54:54.446Z","GR86-002-2",0,2,,"2025-04-26T20:54:54.446Z"
"kafka:gr-raw","2025-04-26T20:48:20.750Z","I_R02_2025-04-27","R1","2025-04-26T20:48:19.687Z","GR86-002-2",0,1,,"2025-04-26T20:48:19.687Z"
"kafka:gr-raw","2025-04-26T21:45:00.630Z","I_R02_2025-04-27","R1","2025-04-26T21:44:59.854Z","GR86-004-78",0,20,,"2025-04-26T21:44:59.854Z"
"kafka:gr-raw","2025-04-26T21:40:51.262Z","I_R02_2025-04-27","R1","2025-04-26T21:40:50.149Z","GR86-004-78",0,19,,"2025-04-26T21:40:50.149Z"
"kafka:gr-raw","2025-04-26T21:38:20.752Z","I_R02_2025-04-27","R1","2025-04-26T21:38:18.945Z","GR86-004-78",0,18,,"2025-04-26T21:38:18.945Z"
"kafka:gr-raw","2025-04-26T21:35:50.685Z","I_R02_2025-04-27","R1","2025-04-26T21:35:49.175Z","GR86-004-78",0,17,,"2025-04-26T21:35:49.175Z"
"kafka:gr-raw","2025-04-26T21:33:19.860Z","I_R02_2025-04-27","R1","2025-04-26T21:33:19.336Z","GR86-004-78",0,16,,"2025-04-26T21:33:19.336Z"
"kafka:gr-raw","2025-04-26T21:30:49.007Z","I_R02_2025-04-27","R1","2025-04-26T21:30:48.614Z","GR86-004-78",0,15,,"2025-04-26T21:30:48.614Z"
"kafka:gr-raw","2025-04-26T21:27:11.906Z","I_R02_2025-04-27","R1","2025-04-26T21:27:10.574Z","GR86-004-78",0,14,,"2025-04-26T21:27:10.574Z"
"kafka:gr-raw","2025-04-26T21:23:41.387Z","I_R02_2025-04-27","R1","2025-04-26T21:23:41.014Z","GR86-004-78",0,13,,"2025-04-26T21:23:41.014Z"
"kafka:gr-raw","2025-04-26T21:21:18.927Z","I_R02_2025-04-27","R1","2025-04-26T21:21:11.254Z","GR86-004-78",0,12,,"2025-04-26T21:21:11.254Z"
"kafka:gr-raw","2025-04-26T21:18:43.657Z","I_R02_2025-04-27","R1","2025-04-26T21:18:41.495Z","GR86-004-78",0,11,,"2025-04-26T21:18:41.495Z"
"kafka:gr-raw","2025-04-26T21:16:14.315Z","I_R02_2025-04-27","R1","2025-04-26T21:16:12.175Z","GR86-004-78",0,10,,"2025-04-26T21:16:12.175Z"
"kafka:gr-raw","2025-04-26T21:13:43.958Z","I_R02_2025-04-27","R1","2025-04-26T21:13:42.934Z","GR86-004-78",0,9,,"2025-04-26T21:13:42.934Z"
"kafka:gr-raw","2025-04-26T21:11:14.900Z","I_R02_2025-04-27","R1","2025-04-26T21:11:13.495Z","GR86-004-78",0,8,,"2025-04-26T21:11:13.495Z"
"kafka:gr-raw","2025-04-26T21:08:47.811Z","I_R02_2025-04-27","R1","2025-04-26T21:08:43.945Z","GR86-004-78",0,7,,"2025-04-26T21:08:43.945Z"
"kafka:gr-raw","2025-04-26T21:06:16.341Z","I_R02_2025-04-27","R1","2025-04-26T21:06:14.084Z","GR86-004-78",0,6,,"2025-04-26T21:06:14.084Z"
"kafka:gr-raw","2025-04-26T21:03:47.684Z","I_R02_2025-04-27","R1","2025-04-26T21:03:43.884Z","GR86-004-78",0,5,,"2025-04-26T21:03:43.884Z"
"kafka:gr-raw","2025-04-26T21:01:15.728Z","I_R02_2025-04-27","R1","2025-04-26T21:01:13.774Z","GR86-004-78",0,4,,"2025-04-26T21:01:13.774Z"
"kafka:gr-raw","2025-04-26T20:58:41.048Z","I_R02_2025-04-27","R1","2025-04-26T20:58:39.174Z","GR86-004-78",0,3,,"2025-04-26T20:58:39.174Z"
"kafka:gr-raw","2025-04-26T20:54:56.284Z","I_R02_2025-04-27","R1","2025-04-26T20:54:55.535Z","GR86-004-78",0,2,,"2025-04-26T20:54:55.535Z"
"kafka:gr-raw","2025-04-26T20:51:16.847Z","I_R02_2025-04-27","R1","2025-04-26T20:51:15.164Z","GR86-004-78",0,1,,"2025-04-26T20:51:15.164Z"
"kafka:gr-raw","2025-04-26T21:44:45.151Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.670Z","GR86-006-7",0,20,,"2025-04-26T21:44:43.670Z"
"kafka:gr-raw","2025-04-26T21:44:45.150Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.667Z","GR86-006-7",0,20,,"2025-04-26T21:44:43.667Z"
"kafka:gr-raw","2025-04-26T21:44:45.150Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.665Z","GR86-006-7",0,19,,"2025-04-26T21:44:43.665Z"
"kafka:gr-raw","2025-04-26T21:44:45.149Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.669Z","GR86-006-7",0,19,,"2025-04-26T21:44:43.669Z"
"kafka:gr-raw","2025-04-26T21:44:45.149Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.664Z","GR86-006-7",0,20,,"2025-04-26T21:44:43.664Z"
"kafka:gr-raw","2025-04-26T21:40:46.166Z","I_R02_2025-04-27","R1","2025-04-26T21:40:45.806Z","GR86-006-7",0,19,,"2025-04-26T21:40:45.806Z"
"kafka:gr-raw","2025-04-26T21:38:16.924Z","I_R02_2025-04-27","R1","2025-04-26T21:38:15.216Z","GR86-006-7",0,18,,"2025-04-26T21:38:15.216Z"
"kafka:gr-raw","2025-04-26T21:35:46.621Z","I_R02_2025-04-27","R1","2025-04-26T21:35:45.334Z","GR86-006-7",0,17,,"2025-04-26T21:35:45.334Z"
"kafka:gr-raw","2025-04-26T21:33:16.463Z","I_R02_2025-04-27","R1","2025-04-26T21:33:15.375Z","GR86-006-7",0,16,,"2025-04-26T21:33:15.375Z"
"kafka:gr-raw","2025-04-26T21:30:47.394Z","I_R02_2025-04-27","R1","2025-04-26T21:30:46.138Z","GR86-006-7",0,15,,"2025-04-26T21:30:46.138Z"
"kafka:gr-raw","2025-04-26T21:27:03.914Z","I_R02_2025-04-27","R1","2025-04-26T21:27:03.616Z","GR86-006-7",0,14,,"2025-04-26T21:27:03.616Z"
"kafka:gr-raw","2025-04-26T21:23:32.902Z","I_R02_2025-04-27","R1","2025-04-26T21:23:31.416Z","GR86-006-7",0,13,,"2025-04-26T21:23:31.416Z"
"kafka:gr-raw","2025-04-26T21:21:02.654Z","I_R02_2025-04-27","R1","2025-04-26T21:21:02.286Z","GR86-006-7",0,12,,"2025-04-26T21:21:02.286Z"
"kafka:gr-raw","2025-04-26T21:18:33.817Z","I_R02_2025-04-27","R1","2025-04-26T21:18:33.506Z","GR86-006-7",0,11,,"2025-04-26T21:18:33.506Z"
"kafka:gr-raw","2025-04-26T21:16:05.195Z","I_R02_2025-04-27","R1","2025-04-26T21:16:04.616Z","GR86-006-7",0,10,,"2025-04-26T21:16:04.616Z"
"kafka:gr-raw","2025-04-26T21:13:36.063Z","I_R02_2025-04-27","R1","2025-04-26T21:13:35.704Z","GR86-006-7",0,9,,"2025-04-26T21:13:35.704Z"
"kafka:gr-raw","2025-04-26T21:11:10.050Z","I_R02_2025-04-27","R1","2025-04-26T21:11:07.016Z","GR86-006-7",0,8,,"2025-04-26T21:11:07.016Z"
"kafka:gr-raw","2025-04-26T21:08:40.925Z","I_R02_2025-04-27","R1","2025-04-26T21:08:38.630Z","GR86-006-7",0,7,,"2025-04-26T21:08:38.630Z"
"kafka:gr-raw","2025-04-26T21:08:40.924Z","I_R02_2025-04-27","R1","2025-04-26T21:08:38.629Z","GR86-006-7",0,6,,"2025-04-26T21:08:38.629Z"
"kafka:gr-raw","2025-04-26T21:08:40.923Z","I_R02_2025-04-27","R1","2025-04-26T21:08:38.627Z","GR86-006-7",0,7,,"2025-04-26T21:08:38.627Z"
"kafka:gr-raw","2025-04-26T21:08:40.922Z","I_R02_2025-04-27","R1","2025-04-26T21:08:38.625Z","GR86-006-7",0,6,,"2025-04-26T21:08:38.625Z"
"kafka:gr-raw","2025-04-26T21:08:40.921Z","I_R02_2025-04-27","R1","2025-04-26T21:08:38.624Z","GR86-006-7",0,7,,"2025-04-26T21:08:38.624Z"
"kafka:gr-raw","2025-04-26T21:06:10.332Z","I_R02_2025-04-27","R1","2025-04-26T21:06:09.136Z","GR86-006-7",0,6,,"2025-04-26T21:06:09.136Z"
"kafka:gr-raw","2025-04-26T21:03:40.317Z","I_R02_2025-04-27","R1","2025-04-26T21:03:39.617Z","GR86-006-7",0,5,,"2025-04-26T21:03:39.617Z"
"kafka:gr-raw","2025-04-26T21:01:14.335Z","I_R02_2025-04-27","R1","2025-04-26T21:01:09.737Z","GR86-006-7",0,4,,"2025-04-26T21:01:09.737Z"
