"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","expire_at","value"
"kafka:gr-raw","2025-04-26T21:43:13.982Z","I_R02_2025-04-27","R1","2025-04-26T21:43:12.083Z","GR86-002-2",0,2,,"2025-04-26T21:43:12.083Z"
"kafka:gr-raw","2025-04-26T20:54:54.770Z","I_R02_2025-04-27","R1","2025-04-26T20:54:54.445Z","GR86-002-2",0,1,,"2025-04-26T20:54:54.445Z"
"kafka:gr-raw","2025-04-26T20:48:20.749Z","I_R02_2025-04-27","R1","2025-04-26T20:48:19.686Z","GR86-002-2",0,32768,,"2025-04-26T20:48:19.686Z"
"kafka:gr-raw","2025-04-26T21:45:00.630Z","I_R02_2025-04-27","R1","2025-04-26T21:44:59.853Z","GR86-004-78",0,19,,"2025-04-26T21:44:59.853Z"
"kafka:gr-raw","2025-04-26T21:40:51.262Z","I_R02_2025-04-27","R1","2025-04-26T21:40:50.147Z","GR86-004-78",0,18,,"2025-04-26T21:40:50.147Z"
"kafka:gr-raw","2025-04-26T21:38:20.752Z","I_R02_2025-04-27","R1","2025-04-26T21:38:18.944Z","GR86-004-78",0,17,,"2025-04-26T21:38:18.944Z"
"kafka:gr-raw","2025-04-26T21:35:50.685Z","I_R02_2025-04-27","R1","2025-04-26T21:35:49.174Z","GR86-004-78",0,16,,"2025-04-26T21:35:49.174Z"
"kafka:gr-raw","2025-04-26T21:33:19.860Z","I_R02_2025-04-27","R1","2025-04-26T21:33:19.335Z","GR86-004-78",0,15,,"2025-04-26T21:33:19.335Z"
"kafka:gr-raw","2025-04-26T21:30:49.007Z","I_R02_2025-04-27","R1","2025-04-26T21:30:48.613Z","GR86-004-78",0,14,,"2025-04-26T21:30:48.613Z"
"kafka:gr-raw","2025-04-26T21:27:11.906Z","I_R02_2025-04-27","R1","2025-04-26T21:27:10.573Z","GR86-004-78",0,13,,"2025-04-26T21:27:10.573Z"
"kafka:gr-raw","2025-04-26T21:23:41.387Z","I_R02_2025-04-27","R1","2025-04-26T21:23:41.013Z","GR86-004-78",0,12,,"2025-04-26T21:23:41.013Z"
"kafka:gr-raw","2025-04-26T21:21:18.926Z","I_R02_2025-04-27","R1","2025-04-26T21:21:11.254Z","GR86-004-78",0,11,,"2025-04-26T21:21:11.254Z"
"kafka:gr-raw","2025-04-26T21:18:43.657Z","I_R02_2025-04-27","R1","2025-04-26T21:18:41.494Z","GR86-004-78",0,10,,"2025-04-26T21:18:41.494Z"
"kafka:gr-raw","2025-04-26T21:16:14.314Z","I_R02_2025-04-27","R1","2025-04-26T21:16:12.174Z","GR86-004-78",0,9,,"2025-04-26T21:16:12.174Z"
"kafka:gr-raw","2025-04-26T21:13:43.958Z","I_R02_2025-04-27","R1","2025-04-26T21:13:42.933Z","GR86-004-78",0,8,,"2025-04-26T21:13:42.933Z"
"kafka:gr-raw","2025-04-26T21:11:14.900Z","I_R02_2025-04-27","R1","2025-04-26T21:11:13.494Z","GR86-004-78",0,7,,"2025-04-26T21:11:13.494Z"
"kafka:gr-raw","2025-04-26T21:08:47.811Z","I_R02_2025-04-27","R1","2025-04-26T21:08:43.944Z","GR86-004-78",0,6,,"2025-04-26T21:08:43.944Z"
"kafka:gr-raw","2025-04-26T21:06:16.340Z","I_R02_2025-04-27","R1","2025-04-26T21:06:14.083Z","GR86-004-78",0,5,,"2025-04-26T21:06:14.083Z"
"kafka:gr-raw","2025-04-26T21:03:47.684Z","I_R02_2025-04-27","R1","2025-04-26T21:03:43.883Z","GR86-004-78",0,4,,"2025-04-26T21:03:43.883Z"
"kafka:gr-raw","2025-04-26T21:01:15.729Z","I_R02_2025-04-27","R1","2025-04-26T21:01:13.773Z","GR86-004-78",0,3,,"2025-04-26T21:01:13.773Z"
"kafka:gr-raw","2025-04-26T20:58:41.048Z","I_R02_2025-04-27","R1","2025-04-26T20:58:39.173Z","GR86-004-78",0,2,,"2025-04-26T20:58:39.173Z"
"kafka:gr-raw","2025-04-26T20:54:56.284Z","I_R02_2025-04-27","R1","2025-04-26T20:54:55.534Z","GR86-004-78",0,1,,"2025-04-26T20:54:55.534Z"
"kafka:gr-raw","2025-04-26T20:51:16.847Z","I_R02_2025-04-27","R1","2025-04-26T20:51:15.163Z","GR86-004-78",0,32768,,"2025-04-26T20:51:15.163Z"
"kafka:gr-raw","2025-04-26T21:44:45.151Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.670Z","GR86-006-7",0,19,,"2025-04-26T21:44:43.670Z"
"kafka:gr-raw","2025-04-26T21:44:45.150Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.665Z","GR86-006-7",0,20,,"2025-04-26T21:44:43.665Z"
"kafka:gr-raw","2025-04-26T21:44:45.150Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.668Z","GR86-006-7",0,20,,"2025-04-26T21:44:43.668Z"
"kafka:gr-raw","2025-04-26T21:44:45.150Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.666Z","GR86-006-7",0,19,,"2025-04-26T21:44:43.666Z"
"kafka:gr-raw","2025-04-26T21:44:45.149Z","I_R02_2025-04-27","R1","2025-04-26T21:44:43.663Z","GR86-006-7",0,19,,"2025-04-26T21:44:43.663Z"
